Sample	1	2	3	4	5	6	7	8	9	12	17	22	27	32	37	42	47	52	57	62	67	72	77	82	87	92	97	102	107	112	117	122	127	132	137	142	147	152	157	162	167	172	177	182	187	192	197	202	207	212	217	222	227	232	237	242	247	252	257	262	267	272	277	282	287
SRR13675761_1 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019744116253356503	0.002961617438003475	0.00592323487600695	0.00868741115147686	0.014413204864950246	0.04166008529458222	0.049952614120991945	0.051532143421260466	0.05311167272152899	0.05646817248459959	0.0592323487600695	0.06160164271047228	0.06594534828621071	0.06614278944874427	0.06634023061127783	0.06791975991154636	0.06930184804928133	0.07088137734954984	0.07226346548728478	0.074435318275154	0.07621228873795609	0.07700205338809035	0.07759437687569104	0.07877902385089243	0.07937134733849312	0.07996367082609382	0.08114831780129521	0.08332017058916444	0.09181014057810773	0.09832569894171538	0.09891802242931606	0.10247196335492022	0.10543358079292371	0.10760543358079293	0.10800031590586005	0.10957984520612855	0.11155425683146422	0.11333122729426633	0.113923550781867	0.11550308008213553	0.11668772705733692	0.12024166798294109	0.12241352077081032	0.12300584425841099	0.12438793239614594	0.12596746169641446	0.12675722634654876	0.12734954983414942	0.12734954983414942	0.12734954983414942	0.12912652029695149	0.13208813773495498	0.14117043121149897
SRR13675761_2 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00019744116253356503	0.002961617438003475	0.00592323487600695	0.00829252882640973	0.013425999052282419	0.04067287948191439	0.04896540830832412	0.05054493760859263	0.05212446690886117	0.05548096667193177	0.05824514294740167	0.06041699573527089	0.06397093666087506	0.06416837782340862	0.06436581898594218	0.06594534828621071	0.06732743642394566	0.06890696572421418	0.0704864950244827	0.07344811246248617	0.07463275943768757	0.0750276417627547	0.0756199652503554	0.07680461222555679	0.07739693571315748	0.07798925920075818	0.07917390617595957	0.08134575896382877	0.08944084662770495	0.0953640815037119	0.09595640499131258	0.09773337545411467	0.10049755172958456	0.1026694045174538	0.10306428684252093	0.1036566103301216	0.10464381614278946	0.10563102195545729	0.10563102195545729	0.10563102195545729	0.10582846311799084	0.10780287474332648	0.10859263939346075	0.10859263939346075	0.10859263939346075	0.10859263939346075	0.10859263939346075	0.10859263939346075	0.10859263939346075	0.10859263939346075	0.1099747275311957	0.11096193334386353	0.11431843310693413
SRR13675763_1 - polyg	0.41699216688132085	0.41699216688132085	0.41699216688132085	0.41699216688132085	0.41699216688132085	0.41699216688132085	0.41699216688132085	0.41699216688132085	0.41699216688132085	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42015919599687523	0.42543757785613245	0.4264932542279839	0.42691552477672445	0.42754893059983534	0.42754893059983534	0.42754893059983534	0.4286046069716868	0.4292380127947976	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823	0.42966028334353823
SRR13675764_1 - polyg	0.5629280386936818	0.5629280386936818	0.5629280386936818	0.5629280386936818	0.5629280386936818	0.5629280386936818	0.5629280386936818	0.5629280386936818	0.5629280386936818	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5649602698803016	0.5651634929989635	0.569634401609527	0.570040847846851	0.570040847846851	0.570040847846851	0.570040847846851	0.570040847846851	0.5720730790334708	0.5720730790334708	0.5720730790334708	0.5720730790334708	0.5720730790334708	0.5720730790334708	0.5722763021521329	0.5730891946267808	0.5730891946267808	0.5730891946267808	0.5730891946267808	0.5730891946267808	0.5730891946267808	0.5730891946267808	0.5730891946267808	0.5730891946267808	0.5730891946267808	0.5730891946267808
SRR13675765_1 - polyg	0.4915599162381903	0.4915599162381903	0.4915599162381903	0.4915599162381903	0.4915599162381903	0.4915599162381903	0.4915599162381903	0.4915599162381903	0.4915599162381903	0.49195316417118085	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4925430360706667	0.4954923955680958	0.4954923955680958	0.4954923955680958	0.4954923955680958	0.4954923955680958	0.4954923955680958	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4964755154005721	0.4972620112665533
SRR13675766_1 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004987220248114208	0.006234025310142759	0.008104232903185588	0.02805311389564242	0.04862539741911352	0.07293809612867028	0.1215634935477838	0.23190574153731064	0.26681628327411006	0.2824013465494669	0.28925877439062403	0.31232466803815223	0.3179352908172807	0.32541612118945207	0.3328969515616234	0.3360139642166947	0.34037778193379464	0.3428713920578518	0.3491054173679945	0.3497288198990088	0.3522224300230659	0.3553394426781373	0.3553394426781373	0.3553394426781373	0.3553394426781373	0.35783305280219435	0.3609500654572657	0.3646904806433514	0.3646904806433514	0.3646904806433514	0.3646904806433514	0.3646904806433514	0.3646904806433514	0.36780749329842277	0.36780749329842277	0.36780749329842277	0.36780749329842277	0.36780749329842277	0.36780749329842277	0.36780749329842277	0.36780749329842277	0.36780749329842277	0.3709245059534942	0.3709245059534942	0.3709245059534942	0.3709245059534942	0.372794713546537	0.37404151860856555	0.37404151860856555	0.37404151860856555	0.3759117262016084	0.3771585312636369	0.3771585312636369	0.3771585312636369	0.37902873885667976
SRR13675766_1 - polya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0031170126550713797	0.0031170126550713797	0.0031170126550713797	0.0031170126550713797	0.0031170126550713797	0.005610622779128483	0.006234025310142759	0.006234025310142759	0.006234025310142759	0.014961660744342622	0.02742971136462814	0.039274359453899385	0.04426157970201359	0.04987220248114208	0.05922324044635622	0.07605510878374167	0.10099121002431269	0.17517611121501153	0.1994888099245683	0.20883984788978244	0.2156972757309395	0.2337759491303535	0.23751636431643913	0.24437379215759614	0.25247802506078176	0.25247802506078176	0.25247802506078176	0.25247802506078176	0.257465245308896	0.2587120503709245	0.2587120503709245	0.2587120503709245	0.2587120503709245	0.2587120503709245	0.2587120503709245	0.2587120503709245	0.25933545290193877	0.2618290630259959	0.2618290630259959	0.2618290630259959	0.2618290630259959	0.2618290630259959	0.2618290630259959	0.2618290630259959	0.2618290630259959	0.26494607568106726	0.26494607568106726	0.26494607568106726	0.26494607568106726	0.26494607568106726	0.26494607568106726	0.26494607568106726
SRR13675766_1 - polyg	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5423602019824201	0.5436070070444485	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914	0.5454772146374914
SRR13675766_2 - nextera_transposase_sequence	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004987220248114208	0.006234025310142759	0.008104232903185588	0.029923321488685244	0.05174241007418491	0.07480830372171311	0.12468050620285517	0.2406333769715105	0.2761673212393242	0.2917523845146811	0.29860981235583817	0.3247927186584378	0.3304033414375662	0.33788417180973757	0.34536500218190885	0.34848201483698027	0.3509756249610373	0.3522224300230659	0.35845645533320863	0.3590798578642229	0.36157346798828005	0.3646904806433514	0.3646904806433514	0.3671840907674085	0.36780749329842277	0.37030110342247996	0.3759117262016084	0.3802755439187083	0.3802755439187083	0.3802755439187083	0.3802755439187083	0.3802755439187083	0.3802755439187083	0.3833925565737797	0.38650956922885105	0.38650956922885105	0.38650956922885105	0.38650956922885105	0.38650956922885105	0.38650956922885105	0.38650956922885105	0.38650956922885105	0.38650956922885105	0.38650956922885105	0.38650956922885105	0.38650956922885105	0.38837977682189384	0.38962658188392246	0.38962658188392246	0.38962658188392246	0.3914967894769653	0.3927435945389938	0.3927435945389938	0.3927435945389938	0.39648400972507947
SRR13675766_2 - polya	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0018702075930428278	0.0031170126550713797	0.0031170126550713797	0.0031170126550713797	0.0031170126550713797	0.0031170126550713797	0.006234025310142759	0.006234025310142759	0.006234025310142759	0.006234025310142759	0.006234025310142759	0.006234025310142759	0.008727635434199863	0.009351037965214139	0.010597843027242692	0.018078673399414	0.020572283523471107	0.029299918957670968	0.04800199488809924	0.07979552396982732	0.0928869771211271	0.10223801508634126	0.10410822267938409	0.11719967583068387	0.11844648089271241	0.11906988342372671	0.12530390873386948	0.12779751885792656	0.12779751885792656	0.12779751885792656	0.13091453151299795	0.13091453151299795	0.13091453151299795	0.13091453151299795	0.13091453151299795	0.13091453151299795	0.13091453151299795	0.13091453151299795	0.13340814163705508	0.1371485568231407	0.1371485568231407	0.1371485568231407	0.1371485568231407	0.1371485568231407	0.1371485568231407	0.1371485568231407	0.1371485568231407	0.13839536188516927	0.1402655694782121	0.1402655694782121	0.1402655694782121	0.1402655694782121	0.14088897200922637
SRR13675767_1 - polyg	0.3861716694616675	0.3861716694616675	0.3861716694616675	0.3861716694616675	0.3861716694616675	0.3861716694616675	0.3861716694616675	0.3861716694616675	0.3861716694616675	0.38647937597119864	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3869409357354955	0.3889410280474483	0.39001800083080757	0.39047956059510436	0.39078726710463557	0.39078726710463557	0.39078726710463557	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39232579965229164	0.39263350616182285
